Tide Station	Longitude	Latitude	Sea level change (mm/year)	Sea level change	Sea level change	Symbol Color (rgb)	Measurement period	Link	Image
"Wake Island| Pacific Ocean"	166.6176	19.2907	2.06	2.06+/-0.41	0.68+/-0.13	0|255|55	1950-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=1890000	sltbackgroundup.png
"St. Georges| Bermuda"	-64.7033	32.3734	2.17	2.17+/-0.36	0.71+/-0.12	0|255|55	1932-2019	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=2695540	sltbackgroundup.png
"Eastport| ME"	-66.9829	44.9046	2.19	2.19+/-0.16	0.72+/-0.05	0|255|55	1929-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8410140	sltbackgroundup.png
"Cutler| ME"	-67.2967	44.6417	2.34	2.34+/-0.61	0.77+/-0.2	0|255|55	1979-2010	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8411250	sltbackgroundup.png
"Bar Harbor| ME"	-68.2043	44.3922	2.27	2.27+/-0.19	0.75+/-0.06	0|255|55	1947-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8413320	sltbackgroundup.png
"Portland| ME"	-70.2442	43.6581	1.9	1.9+/-0.14	0.62+/-0.05	0|255|55	1912-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8418150	sltbackgroundup.png
"Seavey Island| ME"	-70.7417	43.08	2.05	2.05+/-0.18	0.67+/-0.06	0|255|55	1926-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8419870	sltbackgroundup.png
"Fort Point| NH"	-70.7106	43.0714	2.04	2.04+/-0.19	0.67+/-0.06	0|255|55	1926-2019	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8423898	sltbackgroundup.png
"Boston| MA"	-71.0534	42.3548	2.87	2.87+/-0.15	0.94+/-0.05	0|255|55	1921-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8443970	sltbackgroundup.png
"Woods Hole| MA"	-70.6711	41.5236	2.95	2.95+/-0.17	0.97+/-0.06	0|255|55	1932-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8447930	sltbackgroundup.png
"Nantucket Island| MA"	-70.0964	41.2853	3.79	3.79+/-0.33	1.24+/-0.11	255|255|58	1965-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8449130	sltbackgroundup.png
"Newport| RI"	-71.3267	41.505	2.83	2.83+/-0.16	0.93+/-0.05	0|255|55	1930-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8452660	sltbackgroundup.png
"Providence| RI"	-71.4012	41.8071	2.4	2.4+/-0.23	0.79+/-0.08	0|255|55	1938-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8454000	sltbackgroundup.png
"New London| CT"	-72.09	41.3614	2.72	2.72+/-0.21	0.89+/-0.07	0|255|55	1938-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8461490	sltbackgroundup.png
"Bridgeport| CT"	-73.1817	41.1733	3.08	3.08+/-0.39	1.01+/-0.13	255|255|58	1964-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8467150	sltbackgroundup.png
"Montauk| NY"	-71.9594	41.0483	3.41	3.41+/-0.25	1.12+/-0.08	255|255|58	1947-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8510560	sltbackgroundup.png
"Port Jefferson| NY"	-73.0767	40.95	2.44	2.44+/-0.76	0.8+/-0.25	0|255|55	1957-1992	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8514560	sltbackgroundup.png
"Kings Point| NY"	-73.765	40.8103	2.3	2.3+/-0.2	0.76+/-0.06	0|255|55	1931-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8516945	sltbackgroundup.png
"The Battery| NY"	-74.0142	40.7006	2.88	2.88+/-0.09	0.94+/-0.03	0|255|55	1856-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8518750	sltbackgroundup.png
"Bergen Point| NY"	-74.1417	40.6367	4.47	4.47+/-0.71	1.46+/-0.23	255|255|58	1981-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8519483	sltbackgroundup.png
"Sandy Hook| NJ"	-74.0094	40.4669	4.15	4.15+/-0.2	1.36+/-0.06	255|255|58	1932-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8531680	sltbackgroundup.png
"Atlantic City| NJ"	-74.4183	39.355	4.14	4.14+/-0.15	1.36+/-0.05	255|255|58	1911-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8534720	sltbackgroundup.png
"Cape May| NJ"	-74.9597	38.9678	4.8	4.8+/-0.47	1.57+/-0.15	255|255|58	1965-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8536110	sltbackgroundup.png
"Philadelphia| PA"	-75.1417	39.9333	3.04	3.04+/-0.18	1.0+/-0.06	255|255|58	1900-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8545240	sltbackgroundup.png
"Reedy Point| DE"	-75.5733	39.5583	3.73	3.73+/-0.45	1.22+/-0.15	255|255|58	1956-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8551910	sltbackgroundup.png
"Lewes| DE"	-75.1192	38.7828	3.57	3.57+/-0.23	1.17+/-0.08	255|255|58	1919-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8557380	sltbackgroundup.png
"Ocean City| MD"	-75.0917	38.3283	6.03	6.03+/-0.76	1.98+/-0.25	255|115|31	1975-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8570283	sltbackgroundup.png
"Cambridge| MD"	-76.0722	38.5742	3.87	3.87+/-0.3	1.27+/-0.1	255|255|58	1943-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8571892	sltbackgroundup.png
"Tolchester Beach| MD"	-76.2445	39.2134	3.8	3.8+/-0.92	1.25+/-0.3	255|255|58	1971-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8573364	sltbackgroundup.png
"Chesapeake City| MD"	-75.81	39.5267	4.16	4.16+/-0.65	1.37+/-0.21	255|255|58	1972-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8573927	sltbackgroundup.png
"Baltimore| MD"	-76.5783	39.2667	3.22	3.22+/-0.13	1.06+/-0.04	255|255|58	1902-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8574680	sltbackgroundup.png
"Annapolis| MD"	-76.4816	38.9833	3.71	3.71+/-0.2	1.22+/-0.07	255|255|58	1928-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8575512	sltbackgroundup.png
"Solomons Island| MD"	-76.4508	38.3172	3.93	3.93+/-0.23	1.29+/-0.08	255|255|58	1937-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8577330	sltbackgroundup.png
"Washington| DC"	-77.0217	38.8733	3.43	3.43+/-0.28	1.13+/-0.09	255|255|58	1924-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8594900	sltbackgroundup.png
"Wachapreague| VA"	-75.6858	37.6078	5.52	5.52+/-0.66	1.81+/-0.22	255|255|58	1978-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8631044	sltbackgroundup.png
"Kiptopeke| VA"	-75.9884	37.1652	3.81	3.81+/-0.3	1.25+/-0.1	255|255|58	1951-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8632200	sltbackgroundup.png
"Dahlgren"	-77.0366	38.3198	5.54	5.54+/-0.69	1.82+/-0.23	255|255|58	1972-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8635027	sltbackgroundup.png
"Colonial Beach| VA"	-76.96	38.2517	4.89	4.89+/-0.97	1.6+/-0.32	255|255|58	1972-2010	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8635150	sltbackgroundup.png
"Lewisetta| VA"	-76.4646	37.9954	5.7	5.7+/-0.59	1.87+/-0.2	255|255|58	1970-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8635750	sltbackgroundup.png
"Gloucester Point| VA"	-76.5	37.2467	3.81	3.81+/-0.47	1.25+/-0.15	255|255|58	1950-2003	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8637624	sltbackgroundup.png
"Yorktown| VA"	-76.4788	37.2265	4.9	4.9+/-0.34	1.61+/-0.11	255|255|58	1950-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8637689	sltbackgroundup.png
"Sewells Point| VA"	-76.33	36.9467	4.73	4.73+/-0.22	1.55+/-0.07	255|255|58	1927-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8638610	sltbackgroundup.png
"Portsmouth| VA"	-76.2933	36.8217	3.76	3.76+/-0.45	1.23+/-0.15	255|255|58	1935-1987	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8638660	sltbackgroundup.png
"Chesapeake Bay Bridge Tunnel| VA"	-76.1133	36.9667	5.92	5.92+/-0.72	1.94+/-0.23	255|255|58	1975-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8638863	sltbackgroundup.png
"Duck| NC"	-75.7467	36.1833	4.79	4.79+/-0.62	1.57+/-0.2	255|255|58	1978-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8651370	sltbackgroundup.png
"Oregon Inlet Marina| NC"	-75.5481	35.795	5.32	5.32+/-1.12	1.75+/-0.37	255|255|58	1977-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8652587	sltbackgroundup.png
"Beaufort| NC"	-76.67	34.72	3.29	3.29+/-0.35	1.08+/-0.11	255|255|58	1953-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8656483	sltbackgroundup.png
"Wilmington| NC"	-77.9536	34.2275	2.56	2.56+/-0.35	0.84+/-0.11	0|255|55	1935-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8658120	sltbackgroundup.png
"Southport| NC"	-78.0183	33.915	2.01	2.01+/-0.41	0.66+/-0.14	0|255|55	1933-2008	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8659084	sltbackgroundup.png
"Springmaid Pier| SC"	-78.9183	33.655	4.0	4.0+/-0.5	1.31+/-0.17	255|255|58	1957-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8661070	sltbackgroundup.png
"Charleston| SC"	-79.9236	32.7808	3.36	3.36+/-0.19	1.1+/-0.06	255|255|58	1901-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8665530	sltbackgroundup.png
"Fort Pulaski| GA"	-80.9017	32.0367	3.39	3.39+/-0.27	1.11+/-0.09	255|255|58	1935-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8670870	sltbackgroundup.png
"Fernandina Beach| FL"	-81.4658	30.6714	2.18	2.18+/-0.17	0.71+/-0.06	0|255|55	1897-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8720030	sltbackgroundup.png
"Mayport| FL"	-81.4279	30.3982	2.76	2.76+/-0.25	0.9+/-0.08	0|255|55	1928-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8720218	sltbackgroundup.png
"Daytona Beach| FL"	-80.9633	29.1467	2.32	2.32+/-0.62	0.76+/-0.2	0|255|55	1925-1983	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8721120	sltbackgroundup.png
"Lake Worth Pier| FL"	-80.0342	26.6128	3.81	3.81+/-0.54	1.25+/-0.18	255|255|58	1970-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8722670	sltbackgroundup.png
"Miami Beach| FL"	-80.1317	25.7683	2.39	2.39+/-0.43	0.78+/-0.14	0|255|55	1931-1981	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8723170	sltbackgroundup.png
"Virginia Key| FL"	-80.1618	25.7314	2.97	2.97+/-0.21	0.97+/-0.07	0|255|55	1931-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8723214	sltbackgroundup.png
"Vaca Key| FL"	-81.1065	24.711	3.91	3.91+/-0.44	1.28+/-0.14	255|255|58	1971-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8723970	sltbackgroundup.png
"Key West| FL"	-81.8081	24.5508	2.5	2.5+/-0.15	0.82+/-0.05	0|255|55	1913-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8724580	sltbackgroundup.png
"Naples| FL"	-81.8075	26.1317	3.11	3.11+/-0.44	1.02+/-0.14	255|255|58	1965-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8725110	sltbackgroundup.png
"Fort Myers| FL"	-81.8712	26.6477	3.29	3.29+/-0.45	1.08+/-0.15	255|255|58	1965-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8725520	sltbackgroundup.png
"St. Petersburg| FL"	-82.6269	27.7606	2.92	2.92+/-0.24	0.96+/-0.08	0|255|55	1947-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8726520	sltbackgroundup.png
"Clearwater Beach| FL"	-82.8317	27.9783	3.99	3.99+/-0.56	1.31+/-0.18	255|255|58	1973-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8726724	sltbackgroundup.png
"Cedar Key| FL"	-83.0317	29.135	2.23	2.23+/-0.19	0.73+/-0.06	0|255|55	1914-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8727520	sltbackgroundup.png
"Apalachicola| FL"	-84.9817	29.7267	2.7	2.7+/-0.61	0.88+/-0.2	0|255|55	1967-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8728690	sltbackgroundup.png
"Panama City| FL"	-85.6669	30.1523	2.77	2.77+/-0.6	0.91+/-0.2	0|255|55	1973-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8729108	sltbackgroundup.png
"Panama City Beach| FL"	-85.8783	30.2133	4.78	4.78+/-1.02	1.57+/-0.33	255|255|58	1989-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8729210	sltbackgroundup.png
"Pensacola| FL"	-87.2112	30.4044	2.53	2.53+/-0.23	0.83+/-0.08	0|255|55	1923-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8729840	sltbackgroundup.png
"Dauphin Island| AL"	-88.075	30.25	4.13	4.13+/-0.59	1.35+/-0.19	255|255|58	1966-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8735180	sltbackgroundup.png
"Mobile State Docks| AL"	-88.0433	30.7083	4.56	4.56+/-1.46	1.5+/-0.48	255|255|58	1980-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8737048	sltbackgroundup.png
"Bay Waveland| MS"	-89.325	30.325	4.94	4.94+/-0.75	1.62+/-0.25	255|255|58	1978-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8747437	sltbackgroundup.png
"Grand Isle| LA"	-89.9567	29.2633	9.16	9.16+/-0.4	3.01+/-0.13	255|0|17	1947-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8761724	sltbackgroundup.png
"New Canal| LA"	-90.1133	30.0272	6.01	6.01+/-1.13	1.97+/-0.37	255|115|31	1982-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8761927	sltbackgroundup.png
"Eugene Island| LA"	-91.385	29.3717	9.65	9.65+/-1.24	3.17+/-0.41	255|0|17	1939-1974	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8764311	sltbackgroundup.png
"Sabine Pass| TX"	-93.8701	29.7284	6.16	6.16+/-0.74	2.02+/-0.24	255|115|31	1958-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8770570	sltbackgroundup.png
"Galveston Pier 21| TX"	-94.7933	29.31	6.59	6.59+/-0.22	2.16+/-0.07	255|115|31	1904-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8771450	sltbackgroundup.png
"Galveston Pleasure Pier| TX"	-94.7894	29.2853	6.62	6.62+/-0.69	2.17+/-0.23	255|115|31	1957-2011	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8771510	sltbackgroundup.png
"Freeport| TX"	-95.3083	28.9483	4.43	4.43+/-1.05	1.45+/-0.34	255|255|58	1954-2008	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8772440	sltbackgroundup.png
"Freeport| TX"	-95.3025	28.9433	4.21	4.21+/-0.72	1.38+/-0.23	255|255|58	1954-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8772447	sltbackgroundup.png
"Rockport"	-97.0467	28.0217	5.86	5.86+/-0.48	1.92+/-0.16	255|255|58	1937-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8774770	sltbackgroundup.png
"Corpus Christi| TX"	-97.2167	27.58	5.44	5.44+/-1.04	1.78+/-0.34	255|255|58	1983-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8775870	sltbackgroundup.png
"Port Mansfield| TX"	-97.4257	26.5576	3.54	3.54+/-0.7	1.16+/-0.23	255|255|58	1963-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8778490	sltbackgroundup.png
"South Padre Island| TX"	-97.1675	26.0731	4.27	4.27+/-0.58	1.4+/-0.19	255|255|58	1958-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8779748	sltbackgroundup.png
"Padre Island| TX"	-97.1567	26.0683	3.48	3.48+/-0.75	1.14+/-0.25	255|255|58	1958-2006	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8779750	sltbackgroundup.png
"Port Isabel| TX"	-97.2155	26.0612	4.18	4.18+/-0.33	1.37+/-0.11	255|255|58	1944-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=8779770	sltbackgroundup.png
"San Diego| CA"	-117.1736	32.7142	2.2	2.2+/-0.18	0.72+/-0.06	0|255|55	1906-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9410170	sltbackgroundup.png
"La Jolla| CA"	-117.2571	32.8669	2.13	2.13+/-0.26	0.7+/-0.08	0|255|55	1924-2015	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9410230	sltbackgroundup.png
"Newport Beach| CA"	-117.883	33.6033	2.22	2.22+/-1.04	0.73+/-0.34	0|255|55	1955-1993	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9410580	sltbackgroundup.png
"Los Angeles| CA"	-118.2729	33.7199	1.03	1.03+/-0.22	0.34+/-0.07	0|255|55	1923-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9410660	sltbackgroundup.png
"Santa Monica| CA"	-118.5	34.0083	1.54	1.54+/-0.31	0.51+/-0.1	0|255|55	1933-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9410840	sltbackgroundup.png
"Rincon Island| CA"	-119.443	34.3483	3.22	3.22+/-1.66	1.06+/-0.54	255|255|58	1962-1990	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9411270	sltbackgroundup.png
"Santa Barbara| CA"	-119.6928	34.4031	1.08	1.08+/-0.96	0.35+/-0.31	0|255|55	1973-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9411340	sltbackgroundup.png
"Port San Luis| CA"	-120.7542	35.1688	0.96	0.96+/-0.36	0.32+/-0.12	0|255|55	1945-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9412110	sltbackgroundup.png
"Monterey| CA"	-121.8881	36.605	1.63	1.63+/-0.76	0.54+/-0.25	0|255|55	1973-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9413450	sltbackgroundup.png
"San Francisco| CA"	-122.4659	37.8063	1.97	1.97+/-0.18	0.65+/-0.06	0|255|55	1897-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9414290	sltbackgroundup.png
"Redwood City| CA"	-122.21	37.5067	2.54	2.54+/-1.53	0.83+/-0.5	0|255|55	1974-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9414523	sltbackgroundup.png
"Alameda| CA"	-122.3	37.7717	0.87	0.87+/-0.38	0.28+/-0.13	0|255|55	1939-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9414750	sltbackgroundup.png
"Point Reyes| CA"	-122.9767	37.9961	2.15	2.15+/-0.82	0.7+/-0.27	0|255|55	1975-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9415020	sltbackgroundup.png
"Port Chicago| CA"	-122.0395	38.056	2.03	2.03+/-1.39	0.66+/-0.46	0|255|55	1976-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9415144	sltbackgroundup.png
"Arena Cove| CA"	-123.7111	38.9146	0.89	0.89+/-0.92	0.29+/-0.3	0|255|55	1978-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9416841	sltbackgroundup.png
"North Spit| CA"	-124.2172	40.7663	4.91	4.91+/-0.84	1.61+/-0.28	255|255|58	1977-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9418767	sltbackgroundup.png
"Crescent City| CA"	-124.183	41.745	-0.79	-0.79+/-0.28	-0.26+/-0.09	0|0|250	1933-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9419750	sltbackgrounddown.png
"Port Orford| OR"	-124.4983	42.739	-0.06	-0.06+/-1.02	-0.02+/-0.33	0|0|250	1977-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9431647	sltbackgrounddown.png
"Charleston| OR"	-124.322	43.345	1.04	1.04+/-0.68	0.34+/-0.22	0|255|55	1970-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9432780	sltbackgroundup.png
"South Beach| OR"	-124.043	44.625	1.75	1.75+/-0.64	0.57+/-0.21	0|255|55	1967-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9435380	sltbackgroundup.png
"Garibaldi| OR"	-123.9189	45.5545	2.51	2.51+/-0.67	0.82+/-0.22	0|255|55	1970-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9437540	sltbackgroundup.png
"Hammond| OR"	-123.945	46.2017	-1.22	-1.22+/-1.81	-0.4+/-0.59	0|0|250	1983-2014	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9439011	sltbackgrounddown.png
"Astoria| OR"	-123.7683	46.2073	-0.16	-0.16+/-0.31	-0.05+/-0.1	0|0|250	1925-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9439040	sltbackgrounddown.png
"Toke Point| WA"	-123.9669	46.7075	0.38	0.38+/-0.78	0.12+/-0.26	0|255|55	1973-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9440910	sltbackgroundup.png
"Neah Bay| WA"	-124.6019	48.3703	-1.74	-1.74+/-0.28	-0.57+/-0.09	0|0|250	1934-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9443090	sltbackgrounddown.png
"Port Angeles| WA"	-123.44	48.125	0.32	0.32+/-0.77	0.11+/-0.25	0|255|55	1975-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9444090	sltbackgroundup.png
"Port Townsend| WA"	-122.7595	48.1129	1.81	1.81+/-0.66	0.59+/-0.22	0|255|55	1972-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9444900	sltbackgroundup.png
"Seattle| WA"	-122.3393	47.6026	2.06	2.06+/-0.14	0.68+/-0.05	0|255|55	1899-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9447130	sltbackgroundup.png
"Cherry Point| WA"	-122.758	48.8633	0.32	0.32+/-0.66	0.11+/-0.22	0|255|55	1973-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9449424	sltbackgroundup.png
"Friday Harbor| WA"	-123.0129	48.5453	1.18	1.18+/-0.25	0.39+/-0.08	0|255|55	1934-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9449880	sltbackgroundup.png
"Ketchikan| AK"	-131.6262	55.3318	-0.39	-0.39+/-0.21	-0.13+/-0.07	0|0|250	1919-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9450460	sltbackgrounddown.png
"Sitka| AK"	-135.342	57.0517	-2.48	-2.48+/-0.26	-0.81+/-0.09	0|0|250	1924-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9451600	sltbackgrounddown.png
"Juneau| AK"	-134.412	58.2983	-13.37	-13.37+/-0.33	-4.38+/-0.11	0|0|0	1936-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9452210	sltbackgrounddown.png
"Skagway| AK"	-135.327	59.45	-17.98	-17.98+/-0.49	-5.9+/-0.16	117|117|26	1944-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9452400	sltbackgrounddown.png
"Yakutat| AK"	-139.7334	59.5485	-15.36	-15.36+/-1.19	-5.04+/-0.39	117|117|26	1988-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9453220	sltbackgrounddown.png
"Cordova| AK"	-145.755	60.5583	-0.72	-0.72+/-1.11	-0.24+/-0.37	0|0|250	1988-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9454050	sltbackgrounddown.png
"Valdez| AK"	-146.3631	61.1242	-9.06	-9.06+/-1.2	-2.97+/-0.39	103|0|214	1988-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9454240	sltbackgrounddown.png
"Seward| AK"	-149.4267	60.12	-3.0	-3.0+/-0.61	-0.98+/-0.2	0|0|250	1964-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9455090	sltbackgrounddown.png
"Seldovia| AK"	-151.7199	59.4405	-9.94	-9.94+/-0.7	-3.26+/-0.23	103|0|214	1964-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9455500	sltbackgrounddown.png
"Nikiski| AK"	-151.398	60.6833	-10.57	-10.57+/-0.95	-3.47+/-0.31	103|0|214	1973-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9455760	sltbackgrounddown.png
